accession	accession_version	strain	isolate	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	authors	full_authors	institution	url	genotype	MuV_genotype	taxon_id	MuV_genotype_nextclade_sh	MuV_genotype_nextclade_genome	MuV_genotype_nextclade_genome_new	Match
KP213087	KP213087.1	MuVi/Kangwon.KOR/17.12/11[I]		2012-XX-XX	Asia	Korea	Kangwon		316	Homo sapiens		2015-02-23	2015-02-23	Kim et al.	"Kim,S.T."	"Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases."	https://www.ncbi.nlm.nih.gov/nuccore/KP213087	Mumps virus genotype I	I	1578041	I	I	A	FALSE
KP213088	KP213088.1	MuVi/Kangwon.KOR/17.12/12[I]		2012-XX-XX	Asia	Korea	Kangwon		316	Homo sapiens		2015-02-23	2015-02-23	Kim et al.	"Kim,S.T."	"Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases."	https://www.ncbi.nlm.nih.gov/nuccore/KP213088	Mumps virus genotype I	I	1578041	I	I	A	FALSE
KP213089	KP213089.1	MuVi/Kangwon.KOR/17.12/13[I]		2012-XX-XX	Asia	Korea	Kangwon		316	Homo sapiens		2015-02-23	2015-02-23	Kim et al.	"Kim,S.T."	"Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases."	https://www.ncbi.nlm.nih.gov/nuccore/KP213089	Mumps virus genotype I	I	1578041	I	I	A	FALSE
KP213090	KP213090.1	MuVi/Chungnam.KOR/28.12/14[I]		2012-XX-XX	Asia	Korea	Chungnam		316	Homo sapiens		2015-02-23	2015-02-23	Kim et al.	"Kim,S.T."	"Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases."	https://www.ncbi.nlm.nih.gov/nuccore/KP213090	Mumps virus genotype I	I	1578041	I	I	A	FALSE
KP213091	KP213091.1	MuVi/Chungnam.KOR/28.12/16[I]		2012-XX-XX	Asia	Korea	Chungnam		316	Homo sapiens		2015-02-23	2015-02-23	Kim et al.	"Kim,S.T."	"Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases."	https://www.ncbi.nlm.nih.gov/nuccore/KP213091	Mumps virus genotype I	I	1578041	I	I	A	FALSE
KR633038	KR633038.1	MuVi/Mexico_City.MEX/00.08[A]		2008-XX-XX	North America	Mexico	Mexico_City		316	Homo sapiens		2015-06-17	2016-05-05	Del Valle et al.	"Del Valle,A.,Garcia,A.A.,Barron,B.L.,del Valle,A."	"Escuela Nacional de Ciencias Biologicas - IPN, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/KR633038	Mumps virus genotype A	A	1395181	A	unclassified	A	FALSE
KX609922	KX609922.1	MuVs/Barcelona.ES/31.2010[G]	PAR1933	2010-09-01	Europe	Spain	Catalunya	Barcelona ES	665	Homo sapiens		2016-08-14	2016-08-14	Anton et al.	"Anton,A.,Isanta,R.,Pumarola,T.,Costa,J."	"Centre de Diagnostic Biomedic - Hospital Clinic, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KX609922	Mumps virus genotype G	G	1384672	G	unclassified	A	FALSE
KY607632	KY607632.1	MuVs/Almeria.ESP/20.05/	1012O05	2005-05-16	Europe	Spain	Almeria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607632	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607633	KY607633.1	MuVs/Zamora.ESP/4.06/	213006	2006-01-23	Europe	Spain	Zamora		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607633	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607634	KY607634.1	MuVs/Caceres.ESP/5.06/	360O06	2006-02-03	Europe	Spain	Caceres		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607634	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607635	KY607635.1	MuVs/Zaragoza.ESP/14.06/	1338O06	2006-04-06	Europe	Spain	Zaragoza		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607635	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607636	KY607636.1	MuVs/Madrid.ESP/23.06/	2314O06	2006-06-08	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607636	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607637	KY607637.1	MuVs/Alicante.ESP/24.06/	2420O06	2006-06-14	Europe	Spain	Comunitat Valenciana	Alicante	758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607637	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607638	KY607638.1	MuVs/Soria.ESP/29.06/	2906O06	2006-07-17	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607638	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607639	KY607639.1	MuVs/Valladolid.ESP/33.06/	3356O06	2006-08-18	Europe	Spain	Valladolid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607639	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607640	KY607640.1	MuVs/Navarra.ESP/0.06/	4663O06	2006-XX-XX	Europe	Spain	Navarra		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607640	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607641	KY607641.1	MuVs/Soria.ESP/8.07/	597O07	2007-02-22	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607641	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607642	KY607642.1	MuVs/Palencia.ESP/12.07/	966O07	2007-03-23	Europe	Spain	Palencia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607642	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607643	KY607643.1	MuVs/Madrid.ESP/14.07/	1090O07	2007-04-02	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607643	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607644	KY607644.1	MuVs/Vizcaya.ESP/14.07/	1117O07	2007-04-04	Europe	Spain	Vizcaya		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607644	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607645	KY607645.1	MuVs/Soria.ESP/15.07/	1190O07	2007-04-12	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607645	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607646	KY607646.1	MuVs/Madrid.ESP/18.07/	1443O07	2007-05-03	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607646	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607647	KY607647.1	MuVs/Vizcaya.ESP/18.07/	1463O07	2007-05-04	Europe	Spain	Vizcaya		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607647	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607648	KY607648.1	MuVs/CiudadReal.ESP/20.07/	1611O07	2007-05-14	Europe	Spain	CiudadReal		731	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607648	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607649	KY607649.1	MuVs/Madrid.ESP/20.07/	1614O07	2007-05-14	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607649	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607650	KY607650.1	MuVs/Vizcaya.ESP/27.07/	2520O07	2007-07-06	Europe	Spain	Vizcaya		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607650	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607651	KY607651.1	MuVs/Madrid.ESP/29.07/	2610O07	2007-07-16	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607651	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607652	KY607652.1	MuVs/Segovia.ESP/34.07/	2962O07	2007-08-23	Europe	Spain	Segovia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607652	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607653	KY607653.1	MuVs/Alicante.ESP/39.07/	3406O07	2007-09-28	Europe	Spain	Comunitat Valenciana	Alicante	758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607653	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607654	KY607654.1	MuVs/Soria.ESP/40.07/	3427O07	2007-10-02	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607654	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607655	KY607655.1	MuVs/Soria.ESP/5.08/	250O08	2008-01-30	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607655	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607656	KY607656.1	MuVs/Cuenca.ESP/7.08/	401O08	2008-02-15	Europe	Spain	Castilla la Mancha	Cuenca ES	758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607656	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607657	KY607657.1	MuVs/Cuenca.ESP/7.08/2	406O08	2008-02-15	Europe	Spain	Castilla la Mancha	Cuenca ES	758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607657	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607658	KY607658.1	MuVs/Soria.ESP/8.08/	451O08	2008-02-21	Europe	Spain	Soria		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607658	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607659	KY607659.1	MuVs/Madrid.ESP/9.08/	548O08	2008-02-29	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607659	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607660	KY607660.1	MuVs/Madrid.ESP/15.08/	891O08	2008-04-08	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607660	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607661	KY607661.1	MuVs/Madrid.ESP/16.08/	955O08	2008-04-14	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607661	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607662	KY607662.1	MuVs/LaRioja.ESP/9.11/	201114878	2011-03-02	Europe	Spain	LaRioja		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607662	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607663	KY607663.1	MuVs/Santander.ESP/13.11/	201117045	2011-03-27	Europe	Spain	Santander		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607663	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607664	KY607664.1	MuVs/Zamora.ESP/22.11/	201130430	2011-06-03	Europe	Spain	Zamora		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607664	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607665	KY607665.1	MuVs/Navarra.ESP/4.12/	201203665	2012-01-25	Europe	Spain	Navarra		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607665	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607666	KY607666.1	MuVs/Leon.ESP/22.12/	201222505	2012-05-31	Europe	Spain	Leon		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607666	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607667	KY607667.1	MuVs/Valladolid.ESP/30.12/	201230586	2012-07-24	Europe	Spain	Valladolid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607667	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607668	KY607668.1	MuVs/Zamora.ESP/45.12/	201246264	2012-11-05	Europe	Spain	Zamora		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607668	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607669	KY607669.1	MuVs/Zaragoza.ESP/0.12/	201262288	2012-XX-XX	Europe	Spain	Zaragoza		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607669	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607670	KY607670.1	MuVs/Avila.ESP/4.13/	201302395	2013-01-21	Europe	Spain	Avila		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607670	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607671	KY607671.1	MuVs/Segovia.ESP/18.13/	201321995	2013-05-04	Europe	Spain	Segovia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607671	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607672	KY607672.1	MuVs/CiudadReal.ESP/50.13/	201345269	2013-12-10	Europe	Spain	CiudadReal		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607672	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607673	KY607673.1	MuVs/Madrid.ESP/7.14/	201418094	2014-04-30	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607673	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607674	KY607674.1	MuVs/Murcia.ESP/46.14/	201446209	2014-11-14	Europe	Spain	Murcia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607674	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607675	KY607675.1	MuVs/Murcia.ESP/2.15/	201501383	2015-01-09	Europe	Spain	Murcia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607675	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607676	KY607676.1	MuVs/Madrid.ESP/8.15/	201508730	2015-02-17	Europe	Spain	Madrid		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607676	Mumps virus genotype G	G	1384672		G	A	FALSE
KY607677	KY607677.1	MuVs/Murcia.ESP/8.15/	201509073	2015-02-16	Europe	Spain	Murcia		758	Homo sapiens		2018-05-10	2018-05-10	Gavilan et al.	"Gavilan,A.M.,Fernandez-Garcia,A.,Rueda,A.,Castellanos,A.,Masa-Calles,J.,Lopez-Perea,N.,Torres de Mier,M.V.,de Ory,F.,Echevarria,J.E."	"National Centre for Microbiology, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/KY607677	Mumps virus genotype G	G	1384672		G	A	FALSE
